Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
12,Stephen Small,3,African American Studies,W111,B,Race:  Class & Gen
5,Stephen Small,2.7,African American Studies,W111,B-,Race:  Class & Gen
4,Stephen Small,2.3,African American Studies,W111,C+,Race:  Class & Gen
4,Stephen Small,2,African American Studies,W111,C,Race:  Class & Gen
2,Stephen Small,1.7,African American Studies,W111,C-,Race:  Class & Gen
1,Stephen Small,1.3,African American Studies,W111,D+,Race:  Class & Gen
5,Stephen Small,0,African American Studies,W111,F,Race:  Class & Gen
32,Stephen Small,,African American Studies,W111,Pass,Race:  Class & Gen
1,Stephen Small,,African American Studies,W111,Pass,Race:  Class & Gen
3,Stephen Small,,African American Studies,W111,Not Pass,Race:  Class & Gen
1,Stephen Small,,African American Studies,W111,Not Pass,Race:  Class & Gen
2,Frederick Vincent,4,African American Studies,139,A+,Sel Top:Africam Soc
7,Frederick Vincent,4,African American Studies,139,A,Sel Top:Africam Soc
5,Frederick Vincent,3.7,African American Studies,139,A-,Sel Top:Africam Soc
2,Kimberly Mcnair; Nailah Suad-Bakari,4,African American Studies,139,A,Sel Top:Africam Soc
1,Kimberly Mcnair; Nailah Suad-Bakari,3.7,African American Studies,139,A-,Sel Top:Africam Soc
3,Kimberly Mcnair; Nailah Suad-Bakari,3.3,African American Studies,139,B+,Sel Top:Africam Soc
1,Kimberly Mcnair; Nailah Suad-Bakari,3,African American Studies,139,B,Sel Top:Africam Soc
3,Kimberly Mcnair; Nailah Suad-Bakari,2.7,African American Studies,139,B-,Sel Top:Africam Soc
1,Kimberly Mcnair; Nailah Suad-Bakari,2.3,African American Studies,139,C+,Sel Top:Africam Soc
1,Kimberly Mcnair; Nailah Suad-Bakari,1,African American Studies,139,D,Sel Top:Africam Soc
1,Kimberly Mcnair; Nailah Suad-Bakari,,African American Studies,139,Pass,Sel Top:Africam Soc
12,Ameer Loggins; Leigh Raiford,4,African American Studies,159,A,Spec Top Afam Lit
4,Ameer Loggins; Leigh Raiford,3.7,African American Studies,159,A-,Spec Top Afam Lit
5,Ameer Loggins; Leigh Raiford,3.3,African American Studies,159,B+,Spec Top Afam Lit
1,Ameer Loggins; Leigh Raiford,3,African American Studies,159,B,Spec Top Afam Lit
2,Ameer Loggins; Leigh Raiford,2.7,African American Studies,159,B-,Spec Top Afam Lit
1,Ameer Loggins; Leigh Raiford,2,African American Studies,159,C,Spec Top Afam Lit
2,Ameer Loggins; Leigh Raiford,0,African American Studies,159,F,Spec Top Afam Lit
3,Leigh Raiford,4,African American Studies,299,A,Ind Stdy/Res
4,Leigh Raiford,,African American Studies,299,Pass,Ind Stdy/Res
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,N299,Pass,Individual Research
2,Peter Berck,,Ag & Resource Econ & Pol,N602,Pass,Ind Study:  Doctorat
4,Sofia Villas-Boas,,Ag & Resource Econ & Pol,N602,Pass,Ind Study:  Doctorat
6,Kathleen Moran,4,American Studies,101,A,Us Cultures In Time
6,Kathleen Moran,3.7,American Studies,101,A-,Us Cultures In Time
5,Kathleen Moran,3.3,American Studies,101,B+,Us Cultures In Time
4,Kathleen Moran,3,American Studies,101,B,Us Cultures In Time
3,Kathleen Moran,2.7,American Studies,101,B-,Us Cultures In Time
1,Kathleen Moran,,American Studies,101,Pass,Us Cultures In Time
2,Richard Hutson,4,American Studies,110AC,A,Special Topics Ac
4,Richard Hutson,3.7,American Studies,110AC,A-,Special Topics Ac
1,Richard Hutson,3,American Studies,110AC,B,Special Topics Ac
1,Hertha Wong,4,American Studies,110AC,A+,Special Topics Ac
9,Hertha Wong,4,American Studies,110AC,A,Special Topics Ac
3,Hertha Wong,3.7,American Studies,110AC,A-,Special Topics Ac
1,Hertha Wong,3.3,American Studies,110AC,B+,Special Topics Ac
2,Hertha Wong,0,American Studies,110AC,F,Special Topics Ac
1,Hertha Wong,,American Studies,110AC,Pass,Special Topics Ac
12,Beth Piatote; Leigh Raiford; Michael Cohen,4,American Studies,170AC,A,Race And Ethnicity
2,Beth Piatote; Leigh Raiford; Michael Cohen,3.3,American Studies,170AC,B+,Race And Ethnicity
12,Beth Piatote; Leigh Raiford; Michael Cohen,3,American Studies,170AC,B,Race And Ethnicity
2,Beth Piatote; Leigh Raiford; Michael Cohen,2.3,American Studies,170AC,C+,Race And Ethnicity
4,Beth Piatote; Leigh Raiford; Michael Cohen,2,American Studies,170AC,C,Race And Ethnicity
1,Beth Piatote; Leigh Raiford; Michael Cohen,1.7,American Studies,170AC,C-,Race And Ethnicity
1,Beth Piatote; Leigh Raiford; Michael Cohen,0,American Studies,170AC,F,Race And Ethnicity
9,Beth Piatote; Leigh Raiford; Michael Cohen,,American Studies,170AC,Pass,Race And Ethnicity
1,Beth Piatote; Leigh Raiford; Michael Cohen,,American Studies,170AC,Pass,Race And Ethnicity
1,Beth Piatote; Leigh Raiford; Michael Cohen,,American Studies,170AC,Not Pass,Race And Ethnicity
3,Beth Piatote,4,American Studies,180D,A,Race And Humor
3,Beth Piatote,3.3,American Studies,180D,B+,Race And Humor
7,Beth Piatote,3,American Studies,180D,B,Race And Humor
5,Beth Piatote,2,American Studies,180D,C,Race And Humor
3,Beth Piatote,1.7,American Studies,180D,C-,Race And Humor
1,Beth Piatote,1.3,American Studies,180D,D+,Race And Humor
3,Beth Piatote,1,American Studies,180D,D,Race And Humor
14,Beth Piatote,0,American Studies,180D,F,Race And Humor
11,Beth Piatote,,American Studies,180D,Pass,Race And Humor
1,Beth Piatote,,American Studies,180D,Not Pass,Race And Humor
1,Leigh Raiford,4,American Studies,181B,A+,Visual Culture
8,Leigh Raiford,4,American Studies,181B,A,Visual Culture
2,Leigh Raiford,3.7,American Studies,181B,A-,Visual Culture
3,Leigh Raiford,3.3,American Studies,181B,B+,Visual Culture
2,Leigh Raiford,3,American Studies,181B,B,Visual Culture
1,Leigh Raiford,2.7,American Studies,181B,B-,Visual Culture
3,Leigh Raiford,2.3,American Studies,181B,C+,Visual Culture
1,Leigh Raiford,2,American Studies,181B,C,Visual Culture
1,Leigh Raiford,1.7,American Studies,181B,C-,Visual Culture
1,Leigh Raiford,0.7,American Studies,181B,D-,Visual Culture
2,Leigh Raiford,0,American Studies,181B,F,Visual Culture
5,Leigh Raiford,,American Studies,181B,Pass,Visual Culture
3,Leigh Raiford,,American Studies,181B,Not Pass,Visual Culture
11,Michael Cohen,4,American Studies,184I,A,Race And Amer Film
1,Michael Cohen,3.7,American Studies,184I,A-,Race And Amer Film
18,Michael Cohen,3,American Studies,184I,B,Race And Amer Film
1,Michael Cohen,2.7,American Studies,184I,B-,Race And Amer Film
5,Michael Cohen,2,American Studies,184I,C,Race And Amer Film
1,Michael Cohen,0,American Studies,184I,F,Race And Amer Film
6,Michael Cohen,,American Studies,184I,Pass,Race And Amer Film
1,Michael Cohen,,American Studies,184I,Not Pass,Race And Amer Film
1,J. Pena,,Anc Hist & Medit Archae,299,Pass,Special Study
1,Annelise Morris,4,Anthropology,2AC,A+,Intro Archaeology
8,Annelise Morris,4,Anthropology,2AC,A,Intro Archaeology
4,Annelise Morris,3.7,Anthropology,2AC,A-,Intro Archaeology
1,Annelise Morris,3.3,Anthropology,2AC,B+,Intro Archaeology
1,Annelise Morris,3,Anthropology,2AC,B,Intro Archaeology
1,Annelise Morris,2.7,Anthropology,2AC,B-,Intro Archaeology
2,Annelise Morris,0,Anthropology,2AC,F,Intro Archaeology
2,Annelise Morris,,Anthropology,2AC,Pass,Intro Archaeology
1,Mather George,4,Anthropology,3AC,A+,Intro Soc/Cult Ac
34,Mather George,4,Anthropology,3AC,A,Intro Soc/Cult Ac
13,Mather George,3.7,Anthropology,3AC,A-,Intro Soc/Cult Ac
4,Mather George,3.3,Anthropology,3AC,B+,Intro Soc/Cult Ac
14,Mather George,3,Anthropology,3AC,B,Intro Soc/Cult Ac
3,Mather George,2.7,Anthropology,3AC,B-,Intro Soc/Cult Ac
2,Mather George,1.7,Anthropology,3AC,C-,Intro Soc/Cult Ac
1,Mather George,0,Anthropology,3AC,F,Intro Soc/Cult Ac
4,Mather George,,Anthropology,3AC,Pass,Intro Soc/Cult Ac
3,Corinne Hayden; Jillian Swift,4,Anthropology,R5B,A,Reading & Comp
2,Corinne Hayden; Jillian Swift,3.7,Anthropology,R5B,A-,Reading & Comp
1,Corinne Hayden; Jillian Swift,3.3,Anthropology,R5B,B+,Reading & Comp
1,Corinne Hayden; Jillian Swift,2.7,Anthropology,R5B,B-,Reading & Comp
1,Corinne Hayden; Jillian Swift,2,Anthropology,R5B,C,Reading & Comp
7,Corinne Hayden; Dillon Niederhut,4,Anthropology,R5B,A,Reading & Comp
4,Corinne Hayden; Dillon Niederhut,3,Anthropology,R5B,B,Reading & Comp
1,Corinne Hayden; Dillon Niederhut,2,Anthropology,R5B,C,Reading & Comp
4,Corinne Hayden; Katherine Chiou,4,Anthropology,R5B,A+,Reading & Comp
8,Corinne Hayden; Katherine Chiou,4,Anthropology,R5B,A,Reading & Comp
1,Corinne Hayden; Katherine Chiou,3.7,Anthropology,R5B,A-,Reading & Comp
1,Corinne Hayden; Katherine Chiou,2.7,Anthropology,R5B,B-,Reading & Comp
14,Christopher Lowman; Corinne Hayden,4,Anthropology,R5B,A,Reading & Comp
1,Christopher Lowman; Corinne Hayden,3.3,Anthropology,R5B,B+,Reading & Comp
1,Christopher Lowman; Corinne Hayden,0,Anthropology,R5B,F,Reading & Comp
3,Corinne Hayden; Marlee Tichenor,4,Anthropology,R5B,A,Reading & Comp
1,Corinne Hayden; Marlee Tichenor,3.7,Anthropology,R5B,A-,Reading & Comp
1,Corinne Hayden; Marlee Tichenor,3,Anthropology,R5B,B,Reading & Comp
2,Corinne Hayden; Jason Price,4,Anthropology,R5B,A+,Reading & Comp
1,Corinne Hayden; Jason Price,4,Anthropology,R5B,A,Reading & Comp
2,Corinne Hayden; Jason Price,3.7,Anthropology,R5B,A-,Reading & Comp
2,Corinne Hayden; Jason Price,3.3,Anthropology,R5B,B+,Reading & Comp
2,Corinne Hayden; Jason Price,3,Anthropology,R5B,B,Reading & Comp
2,Christopher Ames,4,Anthropology,112,A+,Sp Topics: Bio Anth
4,Christopher Ames,4,Anthropology,112,A,Sp Topics: Bio Anth
13,Christopher Ames,3.7,Anthropology,112,A-,Sp Topics: Bio Anth
4,Christopher Ames,3,Anthropology,112,B,Sp Topics: Bio Anth
4,Christopher Ames,2.7,Anthropology,112,B-,Sp Topics: Bio Anth
2,Christopher Ames,2.3,Anthropology,112,C+,Sp Topics: Bio Anth
1,Christopher Ames,0,Anthropology,112,F,Sp Topics: Bio Anth
2,Christopher Ames,,Anthropology,112,Pass,Sp Topics: Bio Anth
7,Christopher Roebuck,4,Anthropology,119,A,Med Anthro Topics
2,Christopher Roebuck,3.7,Anthropology,119,A-,Med Anthro Topics
1,Christopher Roebuck,2.7,Anthropology,119,B-,Med Anthro Topics
1,Christopher Roebuck,1.7,Anthropology,119,C-,Med Anthro Topics
1,Christopher Roebuck,,Anthropology,119,Pass,Med Anthro Topics
6,Annelise Morris,4,Anthropology,121AC,A,Amercn Materl Cultr
2,Annelise Morris,3,Anthropology,121AC,B,Amercn Materl Cultr
1,Annelise Morris,2.7,Anthropology,121AC,B-,Amercn Materl Cultr
1,Annelise Morris,,Anthropology,121AC,Pass,Amercn Materl Cultr
2,Kevin Gibbs,4,Anthropology,123E,A,Archaeomedit
3,Kevin Gibbs,3.7,Anthropology,123E,A-,Archaeomedit
1,Kevin Gibbs,3.3,Anthropology,123E,B+,Archaeomedit
1,Kevin Gibbs,2.7,Anthropology,123E,B-,Archaeomedit
3,Kevin Gibbs,2.3,Anthropology,123E,C+,Archaeomedit
9,Kimberly Christensen,4,Anthropology,129E,A+,Household Arch
3,Kimberly Christensen,4,Anthropology,129E,A,Household Arch
1,Kimberly Christensen,3.7,Anthropology,129E,A-,Household Arch
1,Kimberly Christensen,3,Anthropology,129E,B,Household Arch
1,Kimberly Christensen,,Anthropology,129E,Not Pass,Household Arch
3,Katharine Young,4,Anthropology,162,A,Topics In Folklore
4,Katharine Young,3.7,Anthropology,162,A-,Topics In Folklore
5,Katharine Young,3.3,Anthropology,162,B+,Topics In Folklore
5,Katharine Young,3,Anthropology,162,B,Topics In Folklore
1,Katharine Young,2.7,Anthropology,162,B-,Topics In Folklore
1,Katharine Young,2,Anthropology,162,C,Topics In Folklore
1,Katharine Young,0,Anthropology,162,F,Topics In Folklore
1,Katharine Young,,Anthropology,162,Pass,Topics In Folklore
1,Katharine Young,,Anthropology,162,Pass,Topics In Folklore
16,Clara Mantini-Briggs,4,Anthropology,189,A+,Spec Top:Soc/Cult
7,Ruth Goldstein,4,Anthropology,189,A,Spec Top:Soc/Cult
1,Daniel Fisher,3,Anthropology,H195B,B,Senior Honors
1,Rosemary Joyce,,Anthropology,198,Pass,Directed Group Stdy
1,Rosemary Joyce,,Anthropology,199,Pass,Superv Indep Study
1,Rosemary Joyce,4,Anthropology,N298,A,Directed Reading
2,Lawrence Cohen,4,Anthropology,N299,A,Directed Research
1,Lawrence Cohen,,Anthropology,N299,Pass,Directed Research
1,Junko Habu,4,Anthropology,N299,A,Directed Research
1,Rosemary Joyce,,Anthropology,N299,Pass,Directed Research
1,Daniel Fisher,4,Anthropology,N299,A+,Directed Research
1,Mohammad Mofrad,,Applied Science & Tech,299,Pass,Individual Research
1,Armand Alivisatos,,Applied Science & Tech,299,Pass,Individual Research
7,Soufiane Chami; Soufiane Soleimane Chami,4,Arabic,10,A,Intens Elem Arabic
2,Soufiane Chami; Soufiane Soleimane Chami,3.3,Arabic,10,B+,Intens Elem Arabic
1,Soufiane Chami; Soufiane Soleimane Chami,3,Arabic,10,B,Intens Elem Arabic
2,Soufiane Chami; Soufiane Soleimane Chami,,Arabic,10,Not Pass,Intens Elem Arabic
1,Soufiane Chami; Soufiane Soleimane Chami,,Arabic,10,Not Pass,Intens Elem Arabic
2,Carol Redmount; Emily Drumsta,4,Arabic,10,A,Intens Elem Arabic
1,Carol Redmount; Emily Drumsta,3.7,Arabic,10,A-,Intens Elem Arabic
2,Carol Redmount; Emily Drumsta,3,Arabic,10,B,Intens Elem Arabic
1,Carol Redmount; Emily Drumsta,,Arabic,10,Pass,Intens Elem Arabic
5,Carol Redmount; Elizabeth Saylor,4,Arabic,30,A,Intermed Arabic
1,Carol Redmount; Elizabeth Saylor,3,Arabic,30,B,Intermed Arabic
2,Carol Redmount; Elizabeth Saylor,,Arabic,30,Pass,Intermed Arabic
4,Mark Schatz,4,Architecture,108,A+,Arch Internship
6,Mark Schatz,4,Architecture,108,A,Arch Internship
1,Mark Schatz,3.7,Architecture,108,A-,Arch Internship
4,Mark Schatz,3.3,Architecture,108,B+,Arch Internship
4,Mark Schatz,,Architecture,108,Pass,Arch Internship
4,Alejandro Salazar-Jasbon; Tom Buresh,4,Architecture,109,A,Spec Top Arch Des
5,Alejandro Salazar-Jasbon; Tom Buresh,3.7,Architecture,109,A-,Spec Top Arch Des
2,Alejandro Salazar-Jasbon; Tom Buresh,3.3,Architecture,109,B+,Spec Top Arch Des
1,Alejandro Salazar-Jasbon; Tom Buresh,3,Architecture,109,B,Spec Top Arch Des
4,Isabelle Angieri,4,Architecture,124A,A,3-D Computer Tech
2,Isabelle Angieri,3.7,Architecture,124A,A-,3-D Computer Tech
2,Isabelle Angieri,3.3,Architecture,124A,B+,3-D Computer Tech
3,Isabelle Angieri,3,Architecture,124A,B,3-D Computer Tech
3,Isabelle Angieri,,Architecture,124A,Pass,3-D Computer Tech
1,Isabelle Angieri,,Architecture,124A,Not Pass,3-D Computer Tech
2,Isabelle Angieri,4,Architecture,124A,A,3-D Computer Tech
1,Isabelle Angieri,3.7,Architecture,124A,A-,3-D Computer Tech
1,Isabelle Angieri,0,Architecture,124A,F,3-D Computer Tech
4,Isabelle Angieri,,Architecture,124A,Pass,3-D Computer Tech
1,Isabelle Angieri,,Architecture,124A,Pass,3-D Computer Tech
1,Isabelle Angieri,,Architecture,124A,Not Pass,3-D Computer Tech
3,Brendon Levitt,4,Architecture,149,A+,Spec Top Erg Envir
7,Brendon Levitt,4,Architecture,149,A,Spec Top Erg Envir
4,Brendon Levitt,3.7,Architecture,149,A-,Spec Top Erg Envir
2,Brendon Levitt,3.3,Architecture,149,B+,Spec Top Erg Envir
4,Brendon Levitt,3,Architecture,149,B,Spec Top Erg Envir
1,Brendon Levitt,2.7,Architecture,149,B-,Spec Top Erg Envir
1,Brendon Levitt,,Architecture,149,Pass,Spec Top Erg Envir
12,Alejandro Salazar-Jasbon; Tom Buresh,,Architecture,198,Pass,Directed Group Stdy
14,Mark Schatz,,Architecture,198,Pass,Directed Group Stdy
8,Tom Buresh,,Architecture,N299,Pass,Individual Study
7,Nezar Alsayyad,,Architecture,N299,Pass,Individual Study
1,Andrew Shanken,,Architecture,N299,Pass,Individual Study
2,Tanja Geis,4,Art Practice,8,A+,Intro Vis Thinking
11,Tanja Geis,4,Art Practice,8,A,Intro Vis Thinking
2,Tanja Geis,3.7,Art Practice,8,A-,Intro Vis Thinking
2,Tanja Geis,3.3,Art Practice,8,B+,Intro Vis Thinking
1,Tanja Geis,2.7,Art Practice,8,B-,Intro Vis Thinking
12,Matthew Smith,4,Art Practice,8,A,Intro Vis Thinking
2,Lee Lavy,4,Art Practice,8,A+,Intro Vis Thinking
16,Lee Lavy,4,Art Practice,8,A,Intro Vis Thinking
1,Lee Lavy,3.7,Art Practice,8,A-,Intro Vis Thinking
1,Lee Lavy,3,Art Practice,8,B,Intro Vis Thinking
1,Lee Lavy,,Art Practice,8,Not Pass,Intro Vis Thinking
19,Sofie Ramos,4,Art Practice,8,A,Intro Vis Thinking
1,Sofie Ramos,,Art Practice,8,Pass,Intro Vis Thinking
8,Leslie Dreyer,4,Art Practice,8,A+,Intro Vis Thinking
2,Leslie Dreyer,4,Art Practice,8,A,Intro Vis Thinking
1,Leslie Dreyer,3.7,Art Practice,8,A-,Intro Vis Thinking
1,Leslie Dreyer,1.7,Art Practice,8,C-,Intro Vis Thinking
2,Leslie Dreyer,0,Art Practice,8,F,Intro Vis Thinking
3,Indira Morre,4,Art Practice,12,A+,Lang Of Draw
8,Indira Morre,4,Art Practice,12,A,Lang Of Draw
1,Indira Morre,3.7,Art Practice,12,A-,Lang Of Draw
1,Indira Morre,3.3,Art Practice,12,B+,Lang Of Draw
1,Indira Morre,3,Art Practice,12,B,Lang Of Draw
1,Indira Morre,0,Art Practice,12,F,Lang Of Draw
1,Indira Morre,,Art Practice,12,Pass,Lang Of Draw
3,Aida Gamez,4,Art Practice,12,A+,Lang Of Draw
8,Aida Gamez,4,Art Practice,12,A,Lang Of Draw
1,Aida Gamez,3.7,Art Practice,12,A-,Lang Of Draw
2,Aida Gamez,3.3,Art Practice,12,B+,Lang Of Draw
1,Aida Gamez,3,Art Practice,12,B,Lang Of Draw
1,Aida Gamez,0,Art Practice,12,F,Lang Of Draw
4,Aida Gamez,,Art Practice,12,Pass,Lang Of Draw
16,Michelle Ott,4,Art Practice,21,A,Digital Photography
1,Michelle Ott,,Art Practice,21,Pass,Digital Photography
7,Azin Seraj,4,Art Practice,26,A,Mov Image Media
3,Azin Seraj,3.7,Art Practice,26,A-,Mov Image Media
1,Azin Seraj,3.3,Art Practice,26,B+,Mov Image Media
2,Azin Seraj,,Art Practice,26,Pass,Mov Image Media
17,John Mcnamara,4,Art Practice,102,A,Approaches To Ptng
3,John Mcnamara,3.7,Art Practice,102,A-,Approaches To Ptng
10,Rachelle Agundes,4,Art Practice,102,A,Approaches To Ptng
1,Rachelle Agundes,3.7,Art Practice,102,A-,Approaches To Ptng
1,Rachelle Agundes,3,Art Practice,102,B,Approaches To Ptng
1,Rachelle Agundes,0,Art Practice,102,F,Approaches To Ptng
1,Rachelle Agundes,,Art Practice,102,Pass,Approaches To Ptng
14,John Mcnamara,4,Art Practice,117,A,Drawing Composition
4,Jenifer Wofford,4,Art Practice,119,A+,Gpca
4,Jenifer Wofford,4,Art Practice,119,A,Gpca
4,Jenifer Wofford,3.7,Art Practice,119,A-,Gpca
1,Jenifer Wofford,3.3,Art Practice,119,B+,Gpca
7,Sahar Khoury,4,Art Practice,160,A,Spec Topics Vis Std
1,Sahar Khoury,2,Art Practice,160,C,Spec Topics Vis Std
2,Sahar Khoury,,Art Practice,160,Not Pass,Spec Topics Vis Std
4,Andrew Voogel,4,Art Practice,180,A,Advanced Digital Ph
4,Andrew Voogel,3.7,Art Practice,180,A-,Advanced Digital Ph
2,Andrew Voogel,3.3,Art Practice,180,B+,Advanced Digital Ph
1,Andrew Voogel,,Art Practice,180,Pass,Advanced Digital Ph
1,Anna Leong; Mihiri Tillakaratne,4,Asian American Studies,R2A,A+,Reading&Composition
8,Anna Leong; Mihiri Tillakaratne,4,Asian American Studies,R2A,A,Reading&Composition
4,Anna Leong; Mihiri Tillakaratne,3.7,Asian American Studies,R2A,A-,Reading&Composition
1,Anna Leong; Mihiri Tillakaratne,3,Asian American Studies,R2A,B,Reading&Composition
1,Anna Leong; Mihiri Tillakaratne,2.7,Asian American Studies,R2A,B-,Reading&Composition
1,Anna Leong; Mihiri Tillakaratne,0,Asian American Studies,R2A,F,Reading&Composition
2,Khuyen Nguyen,3.7,Asian American Studies,R2A,A-,Reading&Composition
2,Khuyen Nguyen,3.3,Asian American Studies,R2A,B+,Reading&Composition
5,Khuyen Nguyen,3,Asian American Studies,R2A,B,Reading&Composition
4,Khuyen Nguyen,2.7,Asian American Studies,R2A,B-,Reading&Composition
2,Khuyen Nguyen,2,Asian American Studies,R2A,C,Reading&Composition
1,Khuyen Nguyen,,Asian American Studies,R2A,Pass,Reading&Composition
3,Hannah Michell,4,Asian American Studies,138,A,Topics Asn Pop Cult
14,Hannah Michell,3.7,Asian American Studies,138,A-,Topics Asn Pop Cult
7,Hannah Michell,3.3,Asian American Studies,138,B+,Topics Asn Pop Cult
1,Hannah Michell,3,Asian American Studies,138,B,Topics Asn Pop Cult
1,Hannah Michell,2.7,Asian American Studies,138,B-,Topics Asn Pop Cult
1,Hannah Michell,0,Asian American Studies,138,F,Topics Asn Pop Cult
1,Hannah Michell,,Asian American Studies,138,Pass,Topics Asn Pop Cult
3,Michael Chang,4,Asian American Studies,145AC,A,Politics/Pub Policy
4,Michael Chang,3.7,Asian American Studies,145AC,A-,Politics/Pub Policy
1,Michael Chang,3.3,Asian American Studies,145AC,B+,Politics/Pub Policy
1,Michael Chang,,Asian American Studies,145AC,Pass,Politics/Pub Policy
10,Roger Chung,4,Asian American Studies,171,A,Asam In Film:  Video
3,Roger Chung,3.7,Asian American Studies,171,A-,Asam In Film:  Video
12,Fae Ng,4,Asian American Studies,172,A,Asian Amer Lit
1,Fae Ng,,Asian American Studies,172,Pass,Asian Amer Lit
1,Lok Siu,,Asian American Studies,197,Pass,Field Study
1,Hatem Bazian,,Asian American Studies,199,Pass,Superv Indep Study
1,Bonnie Wade,,Asian Studies,197,Pass,Field Study
4,Bryan Mendez; Steven Beckwith,4,Astronomy,9,A,Select Topics Astro
8,Bryan Mendez; Steven Beckwith,3.7,Astronomy,9,A-,Select Topics Astro
6,Bryan Mendez; Steven Beckwith,3.3,Astronomy,9,B+,Select Topics Astro
5,Bryan Mendez; Steven Beckwith,3,Astronomy,9,B,Select Topics Astro
5,Bryan Mendez; Steven Beckwith,2.7,Astronomy,9,B-,Select Topics Astro
1,Bryan Mendez; Steven Beckwith,2.3,Astronomy,9,C+,Select Topics Astro
3,Bryan Mendez; Steven Beckwith,2,Astronomy,9,C,Select Topics Astro
5,Bryan Mendez; Steven Beckwith,1.7,Astronomy,9,C-,Select Topics Astro
1,Bryan Mendez; Steven Beckwith,1.3,Astronomy,9,D+,Select Topics Astro
2,Bryan Mendez; Steven Beckwith,0,Astronomy,9,F,Select Topics Astro
8,Bryan Mendez; Steven Beckwith,,Astronomy,9,Pass,Select Topics Astro
2,Bryan Mendez; Steven Beckwith,,Astronomy,9,Not Pass,Select Topics Astro
1,Aaron Lee,4,Astronomy,10,A+,General Astronomy
5,Aaron Lee,4,Astronomy,10,A,General Astronomy
1,Aaron Lee,3.7,Astronomy,10,A-,General Astronomy
2,Aaron Lee,3.3,Astronomy,10,B+,General Astronomy
3,Aaron Lee,3,Astronomy,10,B,General Astronomy
1,Aaron Lee,2.7,Astronomy,10,B-,General Astronomy
1,Aaron Lee,2,Astronomy,10,C,General Astronomy
1,Aaron Lee,0,Astronomy,10,F,General Astronomy
4,Aaron Lee,,Astronomy,10,Pass,General Astronomy
2,Aaron Lee,,Astronomy,10,Not Pass,General Astronomy
