Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
3,Charles Henry; Ronald Williams,4,African American Studies,139,A,Sel Top:Africam Soc
7,Charles Henry; Ronald Williams,3.7,African American Studies,139,A-,Sel Top:Africam Soc
2,Charles Henry; Ronald Williams,3.3,African American Studies,139,B+,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,3,African American Studies,139,B,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,2.7,African American Studies,139,B-,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,2,African American Studies,139,C,Sel Top:Africam Soc
2,Charles Henry; Ronald Williams,0,African American Studies,139,F,Sel Top:Africam Soc
2,Frederick Vincent,4,African American Studies,159,A+,Spec Top Afam Lit
19,Frederick Vincent,4,African American Studies,159,A,Spec Top Afam Lit
6,Frederick Vincent,3.7,African American Studies,159,A-,Spec Top Afam Lit
1,Frederick Vincent,3.3,African American Studies,159,B+,Spec Top Afam Lit
4,Frederick Vincent,3,African American Studies,159,B,Spec Top Afam Lit
2,Frederick Vincent,2.7,African American Studies,159,B-,Spec Top Afam Lit
1,Frederick Vincent,2,African American Studies,159,C,Spec Top Afam Lit
1,Frederick Vincent,0,African American Studies,159,F,Spec Top Afam Lit
2,Frederick Vincent,,African American Studies,159,Pass,Spec Top Afam Lit
7,Charles Henry; Ryan Rideau,4,African American Studies,159,A,Spec Top Afam Lit
2,Charles Henry; Ryan Rideau,3.7,African American Studies,159,A-,Spec Top Afam Lit
3,Charles Henry; Ryan Rideau,3.3,African American Studies,159,B+,Spec Top Afam Lit
1,Charles Henry; Ryan Rideau,2.7,African American Studies,159,B-,Spec Top Afam Lit
2,Charles Henry; Ryan Rideau,2.3,African American Studies,159,C+,Spec Top Afam Lit
2,Charles Henry; Ryan Rideau,2,African American Studies,159,C,Spec Top Afam Lit
2,Charles Henry; Ryan Rideau,1.7,African American Studies,159,C-,Spec Top Afam Lit
1,Charles Henry; Ryan Rideau,0,African American Studies,159,F,Spec Top Afam Lit
1,Charles Henry; Ryan Rideau,,African American Studies,159,Unsatisfactory,Spec Top Afam Lit
4,Charles Henry; Lia Bascomb,4,African American Studies,159,A,Spec Top Afam Lit
2,Charles Henry; Lia Bascomb,3.7,African American Studies,159,A-,Spec Top Afam Lit
4,Charles Henry; Lia Bascomb,3.3,African American Studies,159,B+,Spec Top Afam Lit
1,Leigh Raiford,,African American Studies,199,Pass,Superv Indep Study
1,Darieck Scott,,African American Studies,299,Satisfactory,Ind Stdy/Res
2,Ann Harrison,,Ag & Resource Econ & Pol,298,Satisfactory,Special Study
3,Peter Berck,,Ag & Resource Econ & Pol,N299,Satisfactory,Individual Research
4,Peter Berck,,Ag & Resource Econ & Pol,N602,Satisfactory,Ind Study:  Doctorat
3,Gary Wren,4,American Studies,C125,A,Media And Politics
3,Gary Wren,3.7,American Studies,C125,A-,Media And Politics
2,Gary Wren,3.3,American Studies,C125,B+,Media And Politics
3,Gary Wren,3,American Studies,C125,B,Media And Politics
1,Gary Wren,2.3,American Studies,C125,C+,Media And Politics
1,Gary Wren,2,American Studies,C125,C,Media And Politics
2,Gary Wren,1.7,American Studies,C125,C-,Media And Politics
1,Gary Wren,0.7,American Studies,C125,D-,Media And Politics
1,Gary Wren,0,American Studies,C125,F,Media And Politics
1,Gary Wren,,American Studies,C125,Pass,Media And Politics
31,Kathleen Moran; Leigh Raiford; Michael Cohen,4,American Studies,179AC,A,Race And Ethnicity
4,Kathleen Moran; Leigh Raiford; Michael Cohen,3.7,American Studies,179AC,A-,Race And Ethnicity
1,Kathleen Moran; Leigh Raiford; Michael Cohen,3.3,American Studies,179AC,B+,Race And Ethnicity
3,Kathleen Moran; Leigh Raiford; Michael Cohen,3,American Studies,179AC,B,Race And Ethnicity
2,Kathleen Moran; Leigh Raiford; Michael Cohen,2.7,American Studies,179AC,B-,Race And Ethnicity
1,Kathleen Moran; Leigh Raiford; Michael Cohen,0,American Studies,179AC,F,Race And Ethnicity
13,Kathleen Moran; Leigh Raiford; Michael Cohen,,American Studies,179AC,Pass,Race And Ethnicity
2,Kathleen Moran; Leigh Raiford; Michael Cohen,,American Studies,179AC,Not Pass,Race And Ethnicity
37,Kathleen Moran,4,American Studies,180C,A,Politics Advertisng
5,Kathleen Moran,3.7,American Studies,180C,A-,Politics Advertisng
3,Kathleen Moran,3.3,American Studies,180C,B+,Politics Advertisng
1,Kathleen Moran,3,American Studies,180C,B,Politics Advertisng
1,Kathleen Moran,2,American Studies,180C,C,Politics Advertisng
2,Kathleen Moran,0,American Studies,180C,F,Politics Advertisng
10,Kathleen Moran,,American Studies,180C,Pass,Politics Advertisng
1,Kathleen Moran,,American Studies,180C,Satisfactory,Politics Advertisng
6,Kathleen Moran,,American Studies,180C,Not Pass,Politics Advertisng
1,Kathleen Moran,,American Studies,180C,Unsatisfactory,Politics Advertisng
2,Leigh Raiford,4,American Studies,181B,A,Visual Culture
1,Leigh Raiford,3.3,American Studies,181B,B+,Visual Culture
3,Leigh Raiford,3,American Studies,181B,B,Visual Culture
1,Leigh Raiford,2.7,American Studies,181B,B-,Visual Culture
1,Leigh Raiford,2,American Studies,181B,C,Visual Culture
1,Leigh Raiford,1,American Studies,181B,D,Visual Culture
2,Leigh Raiford,0,American Studies,181B,F,Visual Culture
7,Leigh Raiford,,American Studies,181B,Pass,Visual Culture
2,Leigh Raiford,,American Studies,181B,Not Pass,Visual Culture
10,Michael Cohen,4,American Studies,184I,A,Race And Amer Film
4,Michael Cohen,3.7,American Studies,184I,A-,Race And Amer Film
1,Michael Cohen,3.3,American Studies,184I,B+,Race And Amer Film
2,Michael Cohen,3,American Studies,184I,B,Race And Amer Film
1,Michael Cohen,2.3,American Studies,184I,C+,Race And Amer Film
1,Michael Cohen,2,American Studies,184I,C,Race And Amer Film
5,Michael Cohen,0,American Studies,184I,F,Race And Amer Film
11,Michael Cohen,,American Studies,184I,Pass,Race And Amer Film
1,Michael Cohen,,American Studies,184I,Satisfactory,Race And Amer Film
7,Michael Cohen,,American Studies,184I,Not Pass,Race And Amer Film
2,Michael Cohen,,American Studies,184I,Unsatisfactory,Race And Amer Film
14,Kathleen Moran,4,American Studies,188C,A+,Food Culture In Us
55,Kathleen Moran,4,American Studies,188C,A,Food Culture In Us
3,Kathleen Moran,3.7,American Studies,188C,A-,Food Culture In Us
10,Kathleen Moran,3,American Studies,188C,B,Food Culture In Us
6,Kathleen Moran,2,American Studies,188C,C,Food Culture In Us
1,Kathleen Moran,1.7,American Studies,188C,C-,Food Culture In Us
11,Kathleen Moran,0,American Studies,188C,F,Food Culture In Us
38,Kathleen Moran,,American Studies,188C,Pass,Food Culture In Us
7,Kathleen Moran,,American Studies,188C,Not Pass,Food Culture In Us
1,Richard Hutson,4,American Studies,188D,A+,Sf Detectives
13,Richard Hutson,4,American Studies,188D,A,Sf Detectives
1,Richard Hutson,3.7,American Studies,188D,A-,Sf Detectives
2,Richard Hutson,0,American Studies,188D,F,Sf Detectives
6,Richard Hutson,,American Studies,188D,Pass,Sf Detectives
3,Richard Hutson,,American Studies,188D,Not Pass,Sf Detectives
1,Christine Rosen,,American Studies,199,Pass,Superv Indep Study
11,Sabrina Agarwal,4,Anthropology,1,A+,Intro To Bio Anthro
14,Sabrina Agarwal,4,Anthropology,1,A,Intro To Bio Anthro
3,Sabrina Agarwal,3.7,Anthropology,1,A-,Intro To Bio Anthro
1,Sabrina Agarwal,3.3,Anthropology,1,B+,Intro To Bio Anthro
3,Sabrina Agarwal,,Anthropology,1,Pass,Intro To Bio Anthro
24,Katherine Hayes,4,Anthropology,2AC,A,Intro Archaeology
2,Katherine Hayes,3.7,Anthropology,2AC,A-,Intro Archaeology
2,Katherine Hayes,3.3,Anthropology,2AC,B+,Intro Archaeology
2,Katherine Hayes,3,Anthropology,2AC,B,Intro Archaeology
5,Katherine Hayes,2.7,Anthropology,2AC,B-,Intro Archaeology
1,Katherine Hayes,1.3,Anthropology,2AC,D+,Intro Archaeology
1,Katherine Hayes,0.7,Anthropology,2AC,D-,Intro Archaeology
1,Katherine Hayes,0,Anthropology,2AC,F,Intro Archaeology
4,Katherine Hayes,,Anthropology,2AC,Pass,Intro Archaeology
8,Laura Hubbard,4,Anthropology,3AC,A,Intro Soc/Cult Ac
18,Laura Hubbard,3.7,Anthropology,3AC,A-,Intro Soc/Cult Ac
4,Laura Hubbard,3.3,Anthropology,3AC,B+,Intro Soc/Cult Ac
9,Laura Hubbard,3,Anthropology,3AC,B,Intro Soc/Cult Ac
5,Laura Hubbard,2.7,Anthropology,3AC,B-,Intro Soc/Cult Ac
1,Laura Hubbard,2.3,Anthropology,3AC,C+,Intro Soc/Cult Ac
1,Laura Hubbard,1.7,Anthropology,3AC,C-,Intro Soc/Cult Ac
7,Laura Hubbard,,Anthropology,3AC,Pass,Intro Soc/Cult Ac
11,Christopher Roebuck; Rosemary Joyce,4,Anthropology,119,A,Med Anthro Topics
1,Christopher Roebuck; Rosemary Joyce,3.7,Anthropology,119,A-,Med Anthro Topics
1,Christopher Roebuck; Rosemary Joyce,3.3,Anthropology,119,B+,Med Anthro Topics
1,Christopher Roebuck; Rosemary Joyce,2.7,Anthropology,119,B-,Med Anthro Topics
2,Christopher Roebuck; Rosemary Joyce,2,Anthropology,119,C,Med Anthro Topics
2,Christopher Roebuck; Rosemary Joyce,0,Anthropology,119,F,Med Anthro Topics
1,Christopher Roebuck; Rosemary Joyce,,Anthropology,119,Not Pass,Med Anthro Topics
6,Kira Blaisdell-Sloan,4,Anthropology,121AC,A+,Amercn Materl Cultr
10,Kira Blaisdell-Sloan,4,Anthropology,121AC,A,Amercn Materl Cultr
3,Kira Blaisdell-Sloan,3.7,Anthropology,121AC,A-,Amercn Materl Cultr
4,Kira Blaisdell-Sloan,3.3,Anthropology,121AC,B+,Amercn Materl Cultr
1,Kira Blaisdell-Sloan,3,Anthropology,121AC,B,Amercn Materl Cultr
2,Kira Blaisdell-Sloan,,Anthropology,121AC,Pass,Amercn Materl Cultr
6,Kira Blaisdell-Sloan; Rosemary Joyce,4,Anthropology,134A,A+,Archeo Field Meth
6,Kira Blaisdell-Sloan; Rosemary Joyce,4,Anthropology,134A,A,Archeo Field Meth
2,Junko Habu,4,Anthropology,134A,A+,Archeo Field Meth
7,Junko Habu,4,Anthropology,134A,A,Archeo Field Meth
3,Junko Habu,3.7,Anthropology,134A,A-,Archeo Field Meth
3,Kira Blaisdell-Sloan,4,Anthropology,136B,A+,Museum Methods
12,Kira Blaisdell-Sloan,4,Anthropology,136B,A,Museum Methods
2,Kira Blaisdell-Sloan,3.7,Anthropology,136B,A-,Museum Methods
1,Kira Blaisdell-Sloan,3.3,Anthropology,136B,B+,Museum Methods
1,Kira Blaisdell-Sloan,3,Anthropology,136B,B,Museum Methods
4,Ruth Tringham,4,Anthropology,136E,A+,Digital Documntatn
7,Ruth Tringham,4,Anthropology,136E,A,Digital Documntatn
1,Ruth Tringham,3.7,Anthropology,136E,A-,Digital Documntatn
4,Cristiana Giordano,4,Anthropology,149,A+,Psychological Anth
7,Cristiana Giordano,4,Anthropology,149,A,Psychological Anth
7,Cristiana Giordano,3.7,Anthropology,149,A-,Psychological Anth
2,Cristiana Giordano,3.3,Anthropology,149,B+,Psychological Anth
2,Cristiana Giordano,2.7,Anthropology,149,B-,Psychological Anth
1,Cristiana Giordano,2,Anthropology,149,C,Psychological Anth
1,Cristiana Giordano,1.7,Anthropology,149,C-,Psychological Anth
1,Cristiana Giordano,,Anthropology,149,Pass,Psychological Anth
1,Rosemary Joyce; Sholeh Shahrokhi,4,Anthropology,152,A,Art And Culture
2,Rosemary Joyce; Sholeh Shahrokhi,3.7,Anthropology,152,A-,Art And Culture
2,Rosemary Joyce; Sholeh Shahrokhi,3.3,Anthropology,152,B+,Art And Culture
1,Rosemary Joyce; Sholeh Shahrokhi,3,Anthropology,152,B,Art And Culture
1,Rosemary Joyce; Sholeh Shahrokhi,2.7,Anthropology,152,B-,Art And Culture
1,Rosemary Joyce; Sholeh Shahrokhi,0,Anthropology,152,F,Art And Culture
2,Jo Conrad,4,Anthropology,162AC,A+,Topics In Folklore
7,Jo Conrad,4,Anthropology,162AC,A,Topics In Folklore
2,Jo Conrad,3.7,Anthropology,162AC,A-,Topics In Folklore
2,Jo Conrad,3.3,Anthropology,162AC,B+,Topics In Folklore
1,Jo Conrad,3,Anthropology,162AC,B,Topics In Folklore
2,Jo Conrad,2.7,Anthropology,162AC,B-,Topics In Folklore
1,Jo Conrad,2,Anthropology,162AC,C,Topics In Folklore
1,Jo Conrad,0,Anthropology,162AC,F,Topics In Folklore
8,Jo Conrad,,Anthropology,162AC,Pass,Topics In Folklore
4,Anke Schwittay,4,Anthropology,172AC,A+,American Cultures
1,Anke Schwittay,4,Anthropology,172AC,A,American Cultures
5,Anke Schwittay,3.7,Anthropology,172AC,A-,American Cultures
6,Anke Schwittay,3.3,Anthropology,172AC,B+,American Cultures
3,Anke Schwittay,3,Anthropology,172AC,B,American Cultures
1,Anke Schwittay,1.3,Anthropology,172AC,D+,American Cultures
3,Anke Schwittay,,Anthropology,172AC,Pass,American Cultures
7,Charles Hirschkind,4,Anthropology,181,A,Middle East & Islam
4,Charles Hirschkind,3.7,Anthropology,181,A-,Middle East & Islam
2,Charles Hirschkind,3.3,Anthropology,181,B+,Middle East & Islam
3,Charles Hirschkind,3,Anthropology,181,B,Middle East & Islam
2,Charles Hirschkind,2.7,Anthropology,181,B-,Middle East & Islam
2,Charles Hirschkind,,Anthropology,181,Pass,Middle East & Islam
1,Charles Hirschkind,,Anthropology,181,Satisfactory,Middle East & Islam
1,Saba Mahmood,4,Anthropology,189,A+,Spec Top:Soc/Cult
2,Saba Mahmood,3.7,Anthropology,189,A-,Spec Top:Soc/Cult
2,Saba Mahmood,3.3,Anthropology,189,B+,Spec Top:Soc/Cult
4,Saba Mahmood,3,Anthropology,189,B,Spec Top:Soc/Cult
1,Saba Mahmood,2.3,Anthropology,189,C+,Spec Top:Soc/Cult
1,Saba Mahmood,1.7,Anthropology,189,C-,Spec Top:Soc/Cult
5,Saba Mahmood,0,Anthropology,189,F,Spec Top:Soc/Cult
3,Saba Mahmood,,Anthropology,189,Pass,Spec Top:Soc/Cult
1,Margaret Conkey,4,Anthropology,N299,A,Directed Research
1,Terrence Deacon,4,Anthropology,N299,A,Directed Research
1,Christine Hastorf,4,Anthropology,N299,A,Directed Research
1,Christine Hastorf,,Anthropology,N299,Satisfactory,Directed Research
1,Rosemary Joyce,4,Anthropology,N299,A,Directed Research
1,Xin Liu,4,Anthropology,N299,A,Directed Research
1,Stefania Pandolfo,,Anthropology,N299,Satisfactory,Directed Research
1,Paul Rabinow,,Anthropology,N299,Satisfactory,Directed Research
1,Nancy Scheper-Hughes,,Anthropology,N299,Satisfactory,Directed Research
1,Laurie Wilkie,,Anthropology,N299,Satisfactory,Directed Research
1,Corinne Hayden,,Anthropology,N299,Satisfactory,Directed Research
1,Luke Lee,,Applied Science & Tech,299,Satisfactory,Individual Research
1,Graham Fleming,,Applied Science & Tech,299,Satisfactory,Individual Research
1,Philip Marcus,,Applied Science & Tech,299,Satisfactory,Individual Research
1,Roni Abusaad,4,Arabic,10,A+,Intens Elem Arabic
1,Roni Abusaad,4,Arabic,10,A,Intens Elem Arabic
1,Roni Abusaad,3.3,Arabic,10,B+,Intens Elem Arabic
2,Roni Abusaad,2.7,Arabic,10,B-,Intens Elem Arabic
1,Roni Abusaad,2.3,Arabic,10,C+,Intens Elem Arabic
3,Roni Abusaad,,Arabic,10,Pass,Intens Elem Arabic
2,Mona El-Sherif; Sonia S'Hiri,4,Arabic,10,A+,Intens Elem Arabic
1,Mona El-Sherif; Sonia S'Hiri,4,Arabic,10,A,Intens Elem Arabic
1,Mona El-Sherif; Sonia S'Hiri,3.3,Arabic,10,B+,Intens Elem Arabic
1,Mona El-Sherif; Sonia S'Hiri,3,Arabic,10,B,Intens Elem Arabic
3,Mona El-Sherif; Sonia S'Hiri,,Arabic,10,Pass,Intens Elem Arabic
4,Mona El-Sherif; Sonia S'Hiri,,Arabic,10,Satisfactory,Intens Elem Arabic
1,Dima Ayoub,4,Arabic,10,A+,Intens Elem Arabic
2,Dima Ayoub,4,Arabic,10,A,Intens Elem Arabic
1,Dima Ayoub,3.7,Arabic,10,A-,Intens Elem Arabic
1,Dima Ayoub,3.3,Arabic,10,B+,Intens Elem Arabic
1,Dima Ayoub,2,Arabic,10,C,Intens Elem Arabic
1,Dima Ayoub,0,Arabic,10,F,Intens Elem Arabic
4,Dima Ayoub,,Arabic,10,Pass,Intens Elem Arabic
1,Dima Ayoub,,Arabic,10,Satisfactory,Intens Elem Arabic
2,Abdelhak Akjeje,4,Arabic,30,A+,Intermed Arabic
5,Abdelhak Akjeje,4,Arabic,30,A,Intermed Arabic
1,Abdelhak Akjeje,3.7,Arabic,30,A-,Intermed Arabic
1,Abdelhak Akjeje,,Arabic,30,Pass,Intermed Arabic
6,Marie-Therese Ellis-House,4,Arabic,30,A,Intermed Arabic
3,Marie-Therese Ellis-House,3.7,Arabic,30,A-,Intermed Arabic
1,Marie-Therese Ellis-House,3.3,Arabic,30,B+,Intermed Arabic
1,Marie-Therese Ellis-House,3,Arabic,30,B,Intermed Arabic
2,Marie-Therese Ellis-House,2.7,Arabic,30,B-,Intermed Arabic
2,Marie-Therese Ellis-House,,Arabic,30,Satisfactory,Intermed Arabic
10,Kristen Sidell,4,Architecture,100A,A,Fund Of Arch Design
7,Kristen Sidell,3.7,Architecture,100A,A-,Fund Of Arch Design
10,Kristen Sidell,3.3,Architecture,100A,B+,Fund Of Arch Design
8,Kristen Sidell,3,Architecture,100A,B,Fund Of Arch Design
13,Kristen Sidell,2.7,Architecture,100A,B-,Fund Of Arch Design
1,Kristen Sidell,2.3,Architecture,100A,C+,Fund Of Arch Design
2,Kristen Sidell,0,Architecture,100A,F,Fund Of Arch Design
12,Keith Plymale; Monica Tiulescu,4,Architecture,100B,A,Fund Of Arch Design
11,Keith Plymale; Monica Tiulescu,3.7,Architecture,100B,A-,Fund Of Arch Design
22,Keith Plymale; Monica Tiulescu,3.3,Architecture,100B,B+,Fund Of Arch Design
5,Keith Plymale; Monica Tiulescu,3,Architecture,100B,B,Fund Of Arch Design
5,Keith Plymale; Monica Tiulescu,2.7,Architecture,100B,B-,Fund Of Arch Design
1,Keith Plymale; Monica Tiulescu,2.3,Architecture,100B,C+,Fund Of Arch Design
2,Keith Plymale; Monica Tiulescu,2,Architecture,100B,C,Fund Of Arch Design
1,Keith Plymale; Monica Tiulescu,1.7,Architecture,100B,C-,Fund Of Arch Design
5,Carol Buhrmann,4,Architecture,101,A,Case Stds In Arch
5,Carol Buhrmann,3.7,Architecture,101,A-,Case Stds In Arch
1,Carol Buhrmann,3,Architecture,101,B,Case Stds In Arch
1,Carol Buhrmann,2,Architecture,101,C,Case Stds In Arch
1,Carol Buhrmann,,Architecture,101,Pass,Case Stds In Arch
15,Paul Groth,4,Architecture,179,A,Prosem:  Arch Hist
2,Paul Groth,3.7,Architecture,179,A-,Prosem:  Arch Hist
1,Paul Groth,3.3,Architecture,179,B+,Prosem:  Arch Hist
1,Paul Groth,,Architecture,179,Pass,Prosem:  Arch Hist
1,Paul Groth,,Architecture,179,Unsatisfactory,Prosem:  Arch Hist
1,Janet Delaney,,Architecture,199,Pass,Superv Indep Study
2,Maximiliano Spina,4,Architecture,201,A,Comp Arch Std
2,Maximiliano Spina,3.3,Architecture,201,B+,Comp Arch Std
7,Maximiliano Spina,3,Architecture,201,B,Comp Arch Std
2,Maximiliano Spina,2.7,Architecture,201,B-,Comp Arch Std
8,Indira Morre,4,Art Practice,8,A+,Intro Vis Thinking
6,Indira Morre,4,Art Practice,8,A,Intro Vis Thinking
1,Indira Morre,3.3,Art Practice,8,B+,Intro Vis Thinking
4,Loren Partridge; Wenhua Shi,4,Art Practice,8,A+,Intro Vis Thinking
14,Loren Partridge; Wenhua Shi,4,Art Practice,8,A,Intro Vis Thinking
1,Loren Partridge; Wenhua Shi,3.7,Art Practice,8,A-,Intro Vis Thinking
2,Loren Partridge; Wenhua Shi,,Art Practice,8,Pass,Intro Vis Thinking
20,Sunaura Taylor,4,Art Practice,8,A+,Intro Vis Thinking
1,Sunaura Taylor,,Art Practice,8,Pass,Intro Vis Thinking
11,Alicia Mccarthy,4,Art Practice,12,A,Lang Of Draw
1,Alicia Mccarthy,3.7,Art Practice,12,A-,Lang Of Draw
2,Alicia Mccarthy,3,Art Practice,12,B,Lang Of Draw
2,Jenifer Wofford,4,Art Practice,12,A+,Lang Of Draw
11,Jenifer Wofford,4,Art Practice,12,A,Lang Of Draw
4,Jenifer Wofford,3.7,Art Practice,12,A-,Lang Of Draw
4,Jenifer Wofford,3.3,Art Practice,12,B+,Lang Of Draw
1,Jenifer Wofford,3,Art Practice,12,B,Lang Of Draw
1,Jenifer Wofford,2,Art Practice,12,C,Lang Of Draw
6,John Mcnamara,4,Art Practice,102,A+,Approaches To Ptng
14,John Mcnamara,4,Art Practice,102,A,Approaches To Ptng
2,John Mcnamara,3.7,Art Practice,102,A-,Approaches To Ptng
1,John Mcnamara,3,Art Practice,102,B,Approaches To Ptng
1,John Mcnamara,2.7,Art Practice,102,B-,Approaches To Ptng
1,John Mcnamara,,Art Practice,102,Satisfactory,Approaches To Ptng
9,Lily Simonson,4,Art Practice,102,A,Approaches To Ptng
3,Lily Simonson,3.7,Art Practice,102,A-,Approaches To Ptng
2,Lily Simonson,,Art Practice,102,Pass,Approaches To Ptng
7,John Mcnamara,4,Art Practice,117,A+,Drawing Composition
10,John Mcnamara,4,Art Practice,117,A,Drawing Composition
2,John Mcnamara,3.7,Art Practice,117,A-,Drawing Composition
1,John Mcnamara,2,Art Practice,117,C,Drawing Composition
1,John Mcnamara,,Art Practice,117,Pass,Drawing Composition
4,Rosalynn Khor,4,Art Practice,N160,A+,Found Digital Photo
9,Rosalynn Khor,4,Art Practice,N160,A,Found Digital Photo
2,Rosalynn Khor,3.7,Art Practice,N160,A-,Found Digital Photo
1,Rosalynn Khor,3.3,Art Practice,N160,B+,Found Digital Photo
3,Rosalynn Khor,,Art Practice,N160,Pass,Found Digital Photo
18,Sergio De La Torre,4,Art Practice,N160,A,Found Digital Photo
1,Sergio De La Torre,,Art Practice,N160,Pass,Found Digital Photo
8,Amy Hicks,4,Art Practice,171,A,Digital Video
1,Amy Hicks,,Art Practice,171,Not Pass,Digital Video
2,Loren Partridge; Michael Ross,4,Art Practice,172,A+,Cgi Animation Stds
6,Loren Partridge; Michael Ross,4,Art Practice,172,A,Cgi Animation Stds
1,Loren Partridge; Michael Ross,3.7,Art Practice,172,A-,Cgi Animation Stds
1,Loren Partridge; Michael Ross,3.3,Art Practice,172,B+,Cgi Animation Stds
1,Loren Partridge; Michael Ross,2,Art Practice,172,C,Cgi Animation Stds
1,Loren Partridge; Michael Ross,,Art Practice,172,Pass,Cgi Animation Stds
1,Anna Leong; Helen Min,4,Asian American Studies,R2A,A+,Reading&Composition
4,Anna Leong; Helen Min,4,Asian American Studies,R2A,A,Reading&Composition
7,Anna Leong; Helen Min,3.7,Asian American Studies,R2A,A-,Reading&Composition
1,Anna Leong; Helen Min,3.3,Asian American Studies,R2A,B+,Reading&Composition
2,Anna Leong; Helen Min,3,Asian American Studies,R2A,B,Reading&Composition
6,Alvin Lebo-Planas,4,Asian American Studies,R2A,A+,Reading&Composition
7,Alvin Lebo-Planas,4,Asian American Studies,R2A,A,Reading&Composition
1,Alvin Lebo-Planas,3.7,Asian American Studies,R2A,A-,Reading&Composition
1,Alvin Lebo-Planas,,Asian American Studies,R2A,Pass,Reading&Composition
5,Anna Leong; Janey Lew,3.3,Asian American Studies,R2A,B+,Reading&Composition
3,Anna Leong; Janey Lew,3,Asian American Studies,R2A,B,Reading&Composition
5,Anna Leong; Janey Lew,2.7,Asian American Studies,R2A,B-,Reading&Composition
1,Anna Leong; Janey Lew,2.3,Asian American Studies,R2A,C+,Reading&Composition
1,Anna Leong; Jennifer Reimer,4,Asian American Studies,R2B,A,Reading&Composition
7,Anna Leong; Jennifer Reimer,3.7,Asian American Studies,R2B,A-,Reading&Composition
2,Anna Leong; Jennifer Reimer,3.3,Asian American Studies,R2B,B+,Reading&Composition
4,Anna Leong; Jennifer Reimer,3,Asian American Studies,R2B,B,Reading&Composition
1,Anna Leong; Jennifer Reimer,2,Asian American Studies,R2B,C,Reading&Composition
6,Alma Granado; Anna Leong,3.7,Asian American Studies,R2B,A-,Reading&Composition
3,Alma Granado; Anna Leong,3.3,Asian American Studies,R2B,B+,Reading&Composition
