Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
4,Nikki Jones,2.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,Nikki Jones,2.3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,Nikki Jones,1.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,Nikki Jones,1.3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,Nikki Jones,0,African American Studies,5B,Letter Grade,Afam Life & Cul U S
6,Nikki Jones,,African American Studies,5B,Non-Letter Grade,Afam Life & Cul U S
1,Alassane Sow,4,African American Studies,7B,Letter Grade,Elementary Wolof
2,Alassane Sow,4,African American Studies,7B,Letter Grade,Elementary Wolof
2,David Kyeu,4,African American Studies,10B,Letter Grade,Intermed Swahili
3,David Kyeu,4,African American Studies,10B,Letter Grade,Intermed Swahili
2,David Kyeu,4,African American Studies,11B,Letter Grade,Elementary Swahili
3,David Kyeu,4,African American Studies,11B,Letter Grade,Elementary Swahili
6,David Kyeu,3.7,African American Studies,11B,Letter Grade,Elementary Swahili
1,David Kyeu,,African American Studies,11B,Non-Letter Grade,Elementary Swahili
3,David Kyeu,4,African American Studies,15B,Letter Grade,Advanced Swahili
13,Sam Mchombo,,African American Studies,24,Non-Letter Grade,Freshman Seminars
9,William Banks,,African American Studies,24,Non-Letter Grade,Freshman Seminars
1,William Banks,,African American Studies,24,Non-Letter Grade,Freshman Seminars
4,Frederick Vincent,4,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
18,Frederick Vincent,4,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
6,Frederick Vincent,3.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
1,Frederick Vincent,3.3,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
3,Frederick Vincent,3,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
1,Frederick Vincent,2.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
1,Frederick Vincent,1.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
9,Frederick Vincent,,African American Studies,28AC,Non-Letter Grade,Glob & Min Am Comm
1,Frederick Vincent,,African American Studies,28AC,Non-Letter Grade,Glob & Min Am Comm
7,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,Nikki Jones,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
14,G. Ugo Nwokeji,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
35,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
6,Armando Acero; Frederick Vincent,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,James Taylor; Luis Venegas,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,Nikki Jones,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,G. Ugo Nwokeji; Stephane Nanga,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,G. Ugo Nwokeji; Stephane Nanga,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
9,Ghassan Makhoul; Ula Taylor,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
13,Ranel Santos; Ula Taylor,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
3,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
5,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
7,Nailah Suad-Bakari; Wanda Alarcon,,African American Studies,98BC,Non-Letter Grade,Directed Group Stud
2,Nailah Suad-Bakari; Wanda Alarcon,,African American Studies,98BC,Non-Letter Grade,Directed Group Stud
1,Nikki Jones,,African American Studies,99,Non-Letter Grade,Superv Indep Study
23,Kwame Nimako,4,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
24,Kwame Nimako,3.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
7,Kwame Nimako,3.3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
5,Kwame Nimako,3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
3,Kwame Nimako,2.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
2,Kwame Nimako,2,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
2,Kwame Nimako,1.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
2,Kwame Nimako,0,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
4,Kwame Nimako,,African American Studies,112B,Non-Letter Grade,Pol/Eco Dev 3rd Wld
2,Sam Mchombo,4,African American Studies,115,Letter Grade,Lang Soc Iss Africa
7,Sam Mchombo,4,African American Studies,115,Letter Grade,Lang Soc Iss Africa
12,Sam Mchombo,3.7,African American Studies,115,Letter Grade,Lang Soc Iss Africa
7,Sam Mchombo,3.3,African American Studies,115,Letter Grade,Lang Soc Iss Africa
2,Sam Mchombo,3,African American Studies,115,Letter Grade,Lang Soc Iss Africa
1,Sam Mchombo,,African American Studies,115,Non-Letter Grade,Lang Soc Iss Africa
2,Ula Taylor,4,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,Ula Taylor,3.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
4,Ula Taylor,3.3,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,Ula Taylor,3,African American Studies,117,Letter Grade,Afric Am:Indust Age
5,Ula Taylor,2.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,Ula Taylor,2.3,African American Studies,117,Letter Grade,Afric Am:Indust Age
1,Ula Taylor,2,African American Studies,117,Letter Grade,Afric Am:Indust Age
1,Ula Taylor,1.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,Ula Taylor,,African American Studies,117,Non-Letter Grade,Afric Am:Indust Age
1,Hardy Frye,4,African American Studies,122,Letter Grade,Afam Family:  Am Soc
12,Hardy Frye,4,African American Studies,122,Letter Grade,Afam Family:  Am Soc
10,Hardy Frye,3.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
7,Hardy Frye,3.3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
4,Hardy Frye,3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
1,Hardy Frye,2.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
3,Hardy Frye,0,African American Studies,122,Letter Grade,Afam Family:  Am Soc
3,Hardy Frye,,African American Studies,122,Non-Letter Grade,Afam Family:  Am Soc
5,Ula Taylor,4,African American Studies,126,Letter Grade,Africn Am Women His
3,Ula Taylor,3.7,African American Studies,126,Letter Grade,Africn Am Women His
3,Ula Taylor,3.3,African American Studies,126,Letter Grade,Africn Am Women His
3,Ula Taylor,3,African American Studies,126,Letter Grade,Africn Am Women His
5,Ula Taylor,2.7,African American Studies,126,Letter Grade,Africn Am Women His
1,Ula Taylor,2,African American Studies,126,Letter Grade,Africn Am Women His
2,Ula Taylor,1.7,African American Studies,126,Letter Grade,Africn Am Women His
1,Ula Taylor,1.3,African American Studies,126,Letter Grade,Africn Am Women His
1,Ula Taylor,1,African American Studies,126,Letter Grade,Africn Am Women His
4,Ula Taylor,,African American Studies,126,Non-Letter Grade,Africn Am Women His
2,Ula Taylor,,African American Studies,126,Non-Letter Grade,Africn Am Women His
10,James Taylor,4,African American Studies,138,Letter Grade,Black Nationalism
6,James Taylor,3.7,African American Studies,138,Letter Grade,Black Nationalism
4,James Taylor,3.3,African American Studies,138,Letter Grade,Black Nationalism
4,James Taylor,3,African American Studies,138,Letter Grade,Black Nationalism
2,James Taylor,2.7,African American Studies,138,Letter Grade,Black Nationalism
1,James Taylor,2.3,African American Studies,138,Letter Grade,Black Nationalism
1,James Taylor,2,African American Studies,138,Letter Grade,Black Nationalism
1,James Taylor,1.7,African American Studies,138,Letter Grade,Black Nationalism
1,James Taylor,1,African American Studies,138,Letter Grade,Black Nationalism
2,James Taylor,0,African American Studies,138,Letter Grade,Black Nationalism
1,James Taylor,,African American Studies,138,Non-Letter Grade,Black Nationalism
1,Justin Gomer,4,African American Studies,142AC,Letter Grade,Race/American Film
5,Justin Gomer,4,African American Studies,142AC,Letter Grade,Race/American Film
10,Justin Gomer,3.7,African American Studies,142AC,Letter Grade,Race/American Film
5,Justin Gomer,3.3,African American Studies,142AC,Letter Grade,Race/American Film
4,Justin Gomer,3,African American Studies,142AC,Letter Grade,Race/American Film
7,Justin Gomer,2.7,African American Studies,142AC,Letter Grade,Race/American Film
7,Justin Gomer,2.3,African American Studies,142AC,Letter Grade,Race/American Film
1,Justin Gomer,1.7,African American Studies,142AC,Letter Grade,Race/American Film
1,Justin Gomer,0,African American Studies,142AC,Letter Grade,Race/American Film
13,Justin Gomer,,African American Studies,142AC,Non-Letter Grade,Race/American Film
1,Justin Gomer,,African American Studies,142AC,Non-Letter Grade,Race/American Film
1,Darieck Scott,4,African American Studies,153C,Letter Grade,Toni Morrision
8,Darieck Scott,4,African American Studies,153C,Letter Grade,Toni Morrision
8,Darieck Scott,3.7,African American Studies,153C,Letter Grade,Toni Morrision
4,Darieck Scott,3.3,African American Studies,153C,Letter Grade,Toni Morrision
2,Darieck Scott,3,African American Studies,153C,Letter Grade,Toni Morrision
1,Darieck Scott,2.7,African American Studies,153C,Letter Grade,Toni Morrision
3,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
17,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
5,Aya De Leon,3.7,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
2,Aya De Leon,3.3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,Aya De Leon,3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,Aya De Leon,2.3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,Aya De Leon,,African American Studies,156AC,Non-Letter Grade,Poetry 4 People:Int
8,Darieck Scott,4,African American Studies,157,Letter Grade,Creative Writing
2,Darieck Scott,3.3,African American Studies,157,Letter Grade,Creative Writing
1,Darieck Scott,3,African American Studies,157,Letter Grade,Creative Writing
1,Aya De Leon,4,African American Studies,158B,Letter Grade,Poet 4 People:Prac
1,Aya De Leon,3,African American Studies,158B,Letter Grade,Poet 4 People:Prac
3,Nailah Suad-Bakari,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
7,Nailah Suad-Bakari,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,Nailah Suad-Bakari,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
10,Nailah Suad-Bakari,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,Nailah Suad-Bakari,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Nailah Suad-Bakari,2.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Nailah Suad-Bakari,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
2,Nailah Suad-Bakari,4,African American Studies,H195B,Letter Grade,Senior Honor Thesis
1,Nailah Suad-Bakari,3.3,African American Studies,H195B,Letter Grade,Senior Honor Thesis
39,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
9,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,Nikki Jones,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,Armando Acero; Frederick Vincent,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
6,James Taylor; Luis Venegas,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
5,Nikki Jones,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,G. Ugo Nwokeji; Stephane Nanga,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,Ghassan Makhoul; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
12,Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
13,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari; Wanda Alarcon,,African American Studies,198BC,Non-Letter Grade,Directed Group Stud
7,Michael Mcgee; Nailah Suad-Bakari,,African American Studies,198BC,Non-Letter Grade,Directed Group Stud
1,Michel Laguerre,4,African American Studies,240,Letter Grade,Spec Topics
2,Nikki Jones,4,African American Studies,241,Letter Grade,Spec Topics
4,Nikki Jones,3.7,African American Studies,241,Letter Grade,Spec Topics
1,Nikki Jones,3.3,African American Studies,241,Letter Grade,Spec Topics
2,John Powell,4,African American Studies,241,Letter Grade,Spec Topics
11,Leigh Raiford,,African American Studies,296,Non-Letter Grade,Dir Diss Research
1,Michael Cohen,4,African American Studies,298,Letter Grade,Master'S Exam Prep
6,Michael Cohen,4,African American Studies,298,Letter Grade,Master'S Exam Prep
2,Ula Taylor,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,Leigh Raiford,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,Sam Mchombo,4,African American Studies,299,Letter Grade,Ind Stdy/Res
9,Leigh Raiford,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
9,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
4,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
3,Jeffrey Perloff; Sofia Villas-Boas,3.7,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
4,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
18,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
6,Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,Non-Letter Grade,Econometrics 2
4,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,Elisabeth Sadoulet; Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
2,Elisabeth Sadoulet; Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,Elisabeth Sadoulet; Maximilian Auffhammer,3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
4,Brian Wright,4,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
20,Brian Wright,,Ag & Resource Econ & Pol,249,Non-Letter Grade,Policy Workshop
5,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Non-Letter Grade,Development Wkshop
9,Meredith Fowlie,4,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
1,Meredith Fowlie,3.7,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
2,Meredith Fowlie,,Ag & Resource Econ & Pol,264,Non-Letter Grade,Emp Energy Env Econ
16,Peter Berck,,Ag & Resource Econ & Pol,269,Non-Letter Grade,Resources Workshop
1,Thibault Fally,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
4,Christian Traeger,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,Christian Traeger,3.7,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,Christian Traeger,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
1,David Zilberman,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Meredith Fowlie,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
3,Jeremy Magruder,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Gordon Rausser,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
3,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,David Sunding,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
5,Brian Wright,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
4,David Zilberman,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
4,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Peter Berck,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Thibault Fally,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
4,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Gordon Rausser,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,David Sunding,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Brian Wright,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,David Zilberman,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
22,Christine Palmer; Kathleen Moran,4,American Studies,10,Letter Grade,Intro American Stdy
13,Christine Palmer; Kathleen Moran,3.7,American Studies,10,Letter Grade,Intro American Stdy
8,Christine Palmer; Kathleen Moran,3.3,American Studies,10,Letter Grade,Intro American Stdy
10,Christine Palmer; Kathleen Moran,3,American Studies,10,Letter Grade,Intro American Stdy
3,Christine Palmer; Kathleen Moran,2.7,American Studies,10,Letter Grade,Intro American Stdy
5,Christine Palmer; Kathleen Moran,2.3,American Studies,10,Letter Grade,Intro American Stdy
1,Christine Palmer; Kathleen Moran,2,American Studies,10,Letter Grade,Intro American Stdy
3,Christine Palmer; Kathleen Moran,0,American Studies,10,Letter Grade,Intro American Stdy
10,Christine Palmer; Kathleen Moran,,American Studies,10,Non-Letter Grade,Intro American Stdy
13,Kathleen Moran,4,American Studies,101,Letter Grade,Us Cultures In Time
17,Kathleen Moran,3.7,American Studies,101,Letter Grade,Us Cultures In Time
11,Kathleen Moran,3.3,American Studies,101,Letter Grade,Us Cultures In Time
6,Kathleen Moran,3,American Studies,101,Letter Grade,Us Cultures In Time
7,Kathleen Moran,2.7,American Studies,101,Letter Grade,Us Cultures In Time
2,Kathleen Moran,2.3,American Studies,101,Letter Grade,Us Cultures In Time
3,Kathleen Moran,2,American Studies,101,Letter Grade,Us Cultures In Time
1,Kathleen Moran,1.3,American Studies,101,Letter Grade,Us Cultures In Time
1,Kathleen Moran,0,American Studies,101,Letter Grade,Us Cultures In Time
3,Kathleen Moran,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,Alex Saragoza,4,American Studies,102,Letter Grade,Us Cultures/Place
1,Alex Saragoza,4,American Studies,102,Letter Grade,Us Cultures/Place
3,Alex Saragoza,3.7,American Studies,102,Letter Grade,Us Cultures/Place
3,Alex Saragoza,3.3,American Studies,102,Letter Grade,Us Cultures/Place
7,Alex Saragoza,2.7,American Studies,102,Letter Grade,Us Cultures/Place
1,Alex Saragoza,2.3,American Studies,102,Letter Grade,Us Cultures/Place
4,Alex Saragoza,2,American Studies,102,Letter Grade,Us Cultures/Place
1,Alex Saragoza,,American Studies,102,Non-Letter Grade,Us Cultures/Place
5,Kevin Muller,4,American Studies,102,Letter Grade,Us Cultures/Place
1,Kevin Muller,3.7,American Studies,102,Letter Grade,Us Cultures/Place
2,Kevin Muller,3.3,American Studies,102,Letter Grade,Us Cultures/Place
1,Kevin Muller,3,American Studies,102,Letter Grade,Us Cultures/Place
3,Kevin Muller,2.7,American Studies,102,Letter Grade,Us Cultures/Place
13,Michael Cohen,4,American Studies,H110,Letter Grade,Honors Seminar
1,Paul Groth,4,American Studies,C112B,Letter Grade,Am Landscape: 1900--
1,Paul Groth,3.7,American Studies,C112B,Letter Grade,Am Landscape: 1900--
5,Paul Groth,3.3,American Studies,C112B,Letter Grade,Am Landscape: 1900--
1,Paul Groth,3,American Studies,C112B,Letter Grade,Am Landscape: 1900--
2,Paul Groth,2.3,American Studies,C112B,Letter Grade,Am Landscape: 1900--
2,Paul Groth,2,American Studies,C112B,Letter Grade,Am Landscape: 1900--
1,Paul Groth,1.7,American Studies,C112B,Letter Grade,Am Landscape: 1900--
1,Paul Groth,1,American Studies,C112B,Letter Grade,Am Landscape: 1900--
5,Paul Groth,,American Studies,C112B,Non-Letter Grade,Am Landscape: 1900--
1,Lisa Cardyn,4,American Studies,139AC,Letter Grade,Us Social Movements
1,Lisa Cardyn,3.3,American Studies,139AC,Letter Grade,Us Social Movements
3,Lisa Cardyn,,American Studies,139AC,Non-Letter Grade,Us Social Movements
4,Christine Rosen,4,American Studies,C172,Letter Grade,Hist American Bus
3,Christine Rosen,3.7,American Studies,C172,Letter Grade,Hist American Bus
10,Christine Rosen,3.3,American Studies,C172,Letter Grade,Hist American Bus
7,Christine Rosen,3,American Studies,C172,Letter Grade,Hist American Bus
8,Christine Rosen,2.7,American Studies,C172,Letter Grade,Hist American Bus
3,Christine Rosen,2.3,American Studies,C172,Letter Grade,Hist American Bus
2,Christine Rosen,2,American Studies,C172,Letter Grade,Hist American Bus
10,Christine Rosen,,American Studies,C172,Non-Letter Grade,Hist American Bus
1,Christine Rosen,,American Studies,C172,Non-Letter Grade,Hist American Bus
1,Justin Gomer,4,American Studies,191,Letter Grade,Senior Seminar
3,Justin Gomer,3.7,American Studies,191,Letter Grade,Senior Seminar
2,Justin Gomer,3.3,American Studies,191,Letter Grade,Senior Seminar
2,Justin Gomer,3,American Studies,191,Letter Grade,Senior Seminar
2,Justin Gomer,2.7,American Studies,191,Letter Grade,Senior Seminar
2,Justin Gomer,2,American Studies,191,Letter Grade,Senior Seminar
2,Justin Gomer,1.7,American Studies,191,Letter Grade,Senior Seminar
1,Justin Gomer,0,American Studies,191,Letter Grade,Senior Seminar
2,Christine Palmer,4,American Studies,191,Letter Grade,Senior Seminar
1,Christine Palmer,3.7,American Studies,191,Letter Grade,Senior Seminar
1,Christine Palmer,3.3,American Studies,191,Letter Grade,Senior Seminar
4,Christine Palmer,3,American Studies,191,Letter Grade,Senior Seminar
2,Christine Palmer,2.7,American Studies,191,Letter Grade,Senior Seminar
1,Christine Palmer,2,American Studies,191,Letter Grade,Senior Seminar
1,Christine Palmer,1,American Studies,191,Letter Grade,Senior Seminar
1,Christine Palmer,0,American Studies,191,Letter Grade,Senior Seminar
4,Justin Gomer,4,American Studies,191,Letter Grade,Senior Seminar
2,Justin Gomer,3.7,American Studies,191,Letter Grade,Senior Seminar
4,Justin Gomer,3.3,American Studies,191,Letter Grade,Senior Seminar
3,Justin Gomer,3,American Studies,191,Letter Grade,Senior Seminar
1,Justin Gomer,1.3,American Studies,191,Letter Grade,Senior Seminar
1,Justin Gomer,0,American Studies,191,Letter Grade,Senior Seminar
5,Justin Gomer,4,American Studies,H195,Letter Grade,Honors Thesis
1,Justin Gomer,3.7,American Studies,H195,Letter Grade,Honors Thesis
1,Justin Gomer,3.3,American Studies,H195,Letter Grade,Honors Thesis
3,Emily Mackil; Nikolaos Papazarkadas,4,Anc Hist & Medit Archae,210,Letter Grade,Ahma Seminar
1,Emily Mackil; Nikolaos Papazarkadas,,Anc Hist & Medit Archae,210,Non-Letter Grade,Ahma Seminar
1,Dylan Sailor,,Anc Hist & Medit Archae,299,Non-Letter Grade,Special Study
1,Emily Mackil,,Anc Hist & Medit Archae,299,Non-Letter Grade,Special Study
