Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
14,Charles Henry,,African American Studies,W124,Non-Letter Grade,Pol Phil M L King
9,Charles Henry,,African American Studies,W124,Non-Letter Grade,Pol Phil M L King
3,Jarvis Givens; Nailah Suad-Bakari,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
11,Jarvis Givens; Nailah Suad-Bakari,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Jarvis Givens; Nailah Suad-Bakari,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Jarvis Givens; Nailah Suad-Bakari,2.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Jarvis Givens; Nailah Suad-Bakari,1.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
8,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Frederick Vincent,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
4,Brandi Catanese; Christina Bush,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Brandi Catanese; Christina Bush,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,Brandi Catanese; Christina Bush,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Brandi Catanese; Christina Bush,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Brandi Catanese; Christina Bush,2.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Brandi Catanese; Christina Bush,2,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Brandi Catanese; Christina Bush,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
2,Brandi Catanese; Christina Bush,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
1,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
1,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
1,Sam Mchombo,,African American Studies,199,Non-Letter Grade,Superv Indep Study
2,Brandi Catanese,,African American Studies,199,Non-Letter Grade,Superv Indep Study
2,Leigh Raiford,4,African American Studies,299,Letter Grade,Ind Stdy/Res
5,Leigh Raiford,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,Stephen Small,4,African American Studies,299,Letter Grade,Ind Stdy/Res
9,Peter Berck,,Ag & Resource Econ & Pol,N299,Non-Letter Grade,Individual Research
1,Justin Gomer,4,American Studies,101AC,Letter Grade,Us Cultures In Time
8,Justin Gomer,4,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Justin Gomer,3.7,American Studies,101AC,Letter Grade,Us Cultures In Time
1,Justin Gomer,3.3,American Studies,101AC,Letter Grade,Us Cultures In Time
1,Justin Gomer,3,American Studies,101AC,Letter Grade,Us Cultures In Time
1,Justin Gomer,2.7,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Justin Gomer,2.3,American Studies,101AC,Letter Grade,Us Cultures In Time
2,Justin Gomer,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
5,Leigh Raiford,4,American Studies,181B,Letter Grade,Visual Culture
2,Leigh Raiford,3.7,American Studies,181B,Letter Grade,Visual Culture
1,Leigh Raiford,3.3,American Studies,181B,Letter Grade,Visual Culture
1,Leigh Raiford,3,American Studies,181B,Letter Grade,Visual Culture
3,Leigh Raiford,2.7,American Studies,181B,Letter Grade,Visual Culture
1,Leigh Raiford,2.3,American Studies,181B,Letter Grade,Visual Culture
1,Leigh Raiford,2,American Studies,181B,Letter Grade,Visual Culture
6,Leigh Raiford,1,American Studies,181B,Letter Grade,Visual Culture
1,Leigh Raiford,0.7,American Studies,181B,Letter Grade,Visual Culture
5,Leigh Raiford,0,American Studies,181B,Letter Grade,Visual Culture
15,Leigh Raiford,,American Studies,181B,Non-Letter Grade,Visual Culture
2,Leigh Raiford,,American Studies,181B,Non-Letter Grade,Visual Culture
1,Paul Groth,4,American Studies,182E,Letter Grade,Sf Urban Field Geog
19,Paul Groth,4,American Studies,182E,Letter Grade,Sf Urban Field Geog
2,Paul Groth,3.7,American Studies,182E,Letter Grade,Sf Urban Field Geog
1,Paul Groth,3,American Studies,182E,Letter Grade,Sf Urban Field Geog
3,Paul Groth,,American Studies,182E,Non-Letter Grade,Sf Urban Field Geog
6,Christopher Petrella; Kathleen Moran,4,American Studies,182G,Letter Grade,Alcatraz
1,Christopher Petrella; Kathleen Moran,3.7,American Studies,182G,Letter Grade,Alcatraz
2,Christopher Petrella; Kathleen Moran,3.3,American Studies,182G,Letter Grade,Alcatraz
3,Christopher Petrella; Kathleen Moran,3,American Studies,182G,Letter Grade,Alcatraz
2,Christopher Petrella; Kathleen Moran,2.7,American Studies,182G,Letter Grade,Alcatraz
2,Christopher Petrella; Kathleen Moran,2,American Studies,182G,Letter Grade,Alcatraz
1,Christopher Petrella; Kathleen Moran,0,American Studies,182G,Letter Grade,Alcatraz
7,Christopher Petrella; Kathleen Moran,,American Studies,182G,Non-Letter Grade,Alcatraz
1,Christopher Petrella; Kathleen Moran,,American Studies,182G,Non-Letter Grade,Alcatraz
2,Christopher Petrella; Kathleen Moran,,American Studies,182G,Non-Letter Grade,Alcatraz
16,Catherine Covey,4,American Studies,188C,Letter Grade,Food Culture In Us
5,Catherine Covey,3.7,American Studies,188C,Letter Grade,Food Culture In Us
3,Catherine Covey,3.3,American Studies,188C,Letter Grade,Food Culture In Us
1,Catherine Covey,3,American Studies,188C,Letter Grade,Food Culture In Us
3,Catherine Covey,2.7,American Studies,188C,Letter Grade,Food Culture In Us
1,Catherine Covey,2.3,American Studies,188C,Letter Grade,Food Culture In Us
2,Catherine Covey,2,American Studies,188C,Letter Grade,Food Culture In Us
1,Catherine Covey,1.7,American Studies,188C,Letter Grade,Food Culture In Us
3,Catherine Covey,1,American Studies,188C,Letter Grade,Food Culture In Us
5,Catherine Covey,0,American Studies,188C,Letter Grade,Food Culture In Us
15,Catherine Covey,,American Studies,188C,Non-Letter Grade,Food Culture In Us
7,Catherine Covey,,American Studies,188C,Non-Letter Grade,Food Culture In Us
7,Justin Gomer,4,American Studies,188D,Letter Grade,Sf Detectives
1,Justin Gomer,3,American Studies,188D,Letter Grade,Sf Detectives
1,Justin Gomer,1,American Studies,188D,Letter Grade,Sf Detectives
7,Justin Gomer,0,American Studies,188D,Letter Grade,Sf Detectives
10,Justin Gomer,,American Studies,188D,Non-Letter Grade,Sf Detectives
5,George Thomas; Kathleen Moran,4,American Studies,188E,Letter Grade,Sports & Am Culture
15,George Thomas; Kathleen Moran,4,American Studies,188E,Letter Grade,Sports & Am Culture
11,George Thomas; Kathleen Moran,3.7,American Studies,188E,Letter Grade,Sports & Am Culture
2,George Thomas; Kathleen Moran,3.3,American Studies,188E,Letter Grade,Sports & Am Culture
1,George Thomas; Kathleen Moran,2.3,American Studies,188E,Letter Grade,Sports & Am Culture
2,George Thomas; Kathleen Moran,2,American Studies,188E,Letter Grade,Sports & Am Culture
1,George Thomas; Kathleen Moran,1.3,American Studies,188E,Letter Grade,Sports & Am Culture
1,George Thomas; Kathleen Moran,1,American Studies,188E,Letter Grade,Sports & Am Culture
1,George Thomas; Kathleen Moran,0.7,American Studies,188E,Letter Grade,Sports & Am Culture
2,George Thomas; Kathleen Moran,0,American Studies,188E,Letter Grade,Sports & Am Culture
18,George Thomas; Kathleen Moran,,American Studies,188E,Non-Letter Grade,Sports & Am Culture
9,Timothy Rowe,4,American Studies,188F,Letter Grade,Amer. Pop. Music
13,Timothy Rowe,4,American Studies,188F,Letter Grade,Amer. Pop. Music
5,Timothy Rowe,3.7,American Studies,188F,Letter Grade,Amer. Pop. Music
7,Timothy Rowe,3.3,American Studies,188F,Letter Grade,Amer. Pop. Music
10,Timothy Rowe,3,American Studies,188F,Letter Grade,Amer. Pop. Music
4,Timothy Rowe,2.3,American Studies,188F,Letter Grade,Amer. Pop. Music
13,Timothy Rowe,2,American Studies,188F,Letter Grade,Amer. Pop. Music
5,Timothy Rowe,1.7,American Studies,188F,Letter Grade,Amer. Pop. Music
3,Timothy Rowe,1,American Studies,188F,Letter Grade,Amer. Pop. Music
6,Timothy Rowe,0,American Studies,188F,Letter Grade,Amer. Pop. Music
26,Timothy Rowe,,American Studies,188F,Non-Letter Grade,Amer. Pop. Music
1,Kristen Loutensock,4,American Studies,188G,Letter Grade,Pop Culture: Shop
30,Kristen Loutensock,4,American Studies,188G,Letter Grade,Pop Culture: Shop
11,Kristen Loutensock,3.7,American Studies,188G,Letter Grade,Pop Culture: Shop
9,Kristen Loutensock,3.3,American Studies,188G,Letter Grade,Pop Culture: Shop
14,Kristen Loutensock,3,American Studies,188G,Letter Grade,Pop Culture: Shop
2,Kristen Loutensock,0,American Studies,188G,Letter Grade,Pop Culture: Shop
26,Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
3,Beth Piatote,4,American Studies,188I,Letter Grade,Amer Ind/Pop Cult
1,Beth Piatote,3,American Studies,188I,Letter Grade,Amer Ind/Pop Cult
1,Beth Piatote,2.3,American Studies,188I,Letter Grade,Amer Ind/Pop Cult
3,Beth Piatote,,American Studies,188I,Non-Letter Grade,Amer Ind/Pop Cult
16,Michael Cohen,4,American Studies,188J,Letter Grade,Comic Book Nation
1,Michael Cohen,3.7,American Studies,188J,Letter Grade,Comic Book Nation
3,Michael Cohen,3,American Studies,188J,Letter Grade,Comic Book Nation
3,Michael Cohen,2,American Studies,188J,Letter Grade,Comic Book Nation
1,Michael Cohen,1,American Studies,188J,Letter Grade,Comic Book Nation
2,Michael Cohen,0,American Studies,188J,Letter Grade,Comic Book Nation
7,Michael Cohen,,American Studies,188J,Non-Letter Grade,Comic Book Nation
1,Michael Cohen,,American Studies,188J,Non-Letter Grade,Comic Book Nation
8,Michael Cohen; William Hutson,4,American Studies,188K,Letter Grade,American Horrors
4,Michael Cohen; William Hutson,3.7,American Studies,188K,Letter Grade,American Horrors
1,Michael Cohen; William Hutson,3.3,American Studies,188K,Letter Grade,American Horrors
1,Michael Cohen; William Hutson,3,American Studies,188K,Letter Grade,American Horrors
1,Michael Cohen; William Hutson,2.7,American Studies,188K,Letter Grade,American Horrors
1,Michael Cohen; William Hutson,2,American Studies,188K,Letter Grade,American Horrors
1,Michael Cohen; William Hutson,1.3,American Studies,188K,Letter Grade,American Horrors
1,Michael Cohen; William Hutson,1,American Studies,188K,Letter Grade,American Horrors
3,Michael Cohen; William Hutson,0,American Studies,188K,Letter Grade,American Horrors
9,Michael Cohen; William Hutson,,American Studies,188K,Non-Letter Grade,American Horrors
3,Michael Cohen; William Hutson,,American Studies,188K,Non-Letter Grade,American Horrors
1,Carlos Norena,4,Anc Hist & Medit Archae,299,Letter Grade,Special Study
1,Carlos Norena,,Anc Hist & Medit Archae,299,Non-Letter Grade,Special Study
7,Sabrina Agarwal,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
7,Sabrina Agarwal,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
5,Sabrina Agarwal,3.7,Anthropology,1,Letter Grade,Intro To Bio Anthro
4,Sabrina Agarwal,3.3,Anthropology,1,Letter Grade,Intro To Bio Anthro
3,Sabrina Agarwal,3,Anthropology,1,Letter Grade,Intro To Bio Anthro
1,Sabrina Agarwal,,Anthropology,1,Non-Letter Grade,Intro To Bio Anthro
6,Kimberly Christensen,4,Anthropology,2AC,Letter Grade,Intro Archaeology
3,Kimberly Christensen,3.7,Anthropology,2AC,Letter Grade,Intro Archaeology
2,Kimberly Christensen,3.3,Anthropology,2AC,Letter Grade,Intro Archaeology
3,Kimberly Christensen,3,Anthropology,2AC,Letter Grade,Intro Archaeology
1,Kimberly Christensen,1,Anthropology,2AC,Letter Grade,Intro Archaeology
3,Kimberly Christensen,,Anthropology,2AC,Non-Letter Grade,Intro Archaeology
7,Kimberly Christensen,4,Anthropology,2AC,Letter Grade,Intro Archaeology
8,Kimberly Christensen,4,Anthropology,2AC,Letter Grade,Intro Archaeology
3,Kimberly Christensen,3.7,Anthropology,2AC,Letter Grade,Intro Archaeology
2,Kimberly Christensen,3.3,Anthropology,2AC,Letter Grade,Intro Archaeology
1,Kimberly Christensen,3,Anthropology,2AC,Letter Grade,Intro Archaeology
1,Kimberly Christensen,2,Anthropology,2AC,Letter Grade,Intro Archaeology
3,Kimberly Christensen,1.7,Anthropology,2AC,Letter Grade,Intro Archaeology
10,Mariane Ferme,4,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
7,Mariane Ferme,3.7,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
3,Mariane Ferme,3.3,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
3,Mariane Ferme,2.7,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
2,Arpita Roy,4,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
10,Arpita Roy,4,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
11,Arpita Roy,3.7,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
10,Arpita Roy,3.3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
5,Arpita Roy,3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
2,Arpita Roy,2.7,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
1,Arpita Roy,2,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
1,Arpita Roy,0,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
2,Arpita Roy,,Anthropology,3AC,Non-Letter Grade,Intro Soc/Cult Ac
1,Jerry Zee; Mary Berry,4,Anthropology,R5B,Letter Grade,Reading & Comp
6,Jerry Zee; Mary Berry,4,Anthropology,R5B,Letter Grade,Reading & Comp
2,Jerry Zee; Mary Berry,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
1,Jerry Zee; Mary Berry,3,Anthropology,R5B,Letter Grade,Reading & Comp
1,Jerry Zee; Mary Berry,2,Anthropology,R5B,Letter Grade,Reading & Comp
2,Jerry Zee; Mary Berry,0,Anthropology,R5B,Letter Grade,Reading & Comp
7,Janelle Lamoreaux; Mary Berry,4,Anthropology,R5B,Letter Grade,Reading & Comp
3,Janelle Lamoreaux; Mary Berry,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
4,Janelle Lamoreaux; Mary Berry,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,Janelle Lamoreaux; Mary Berry,0,Anthropology,R5B,Letter Grade,Reading & Comp
3,Kathaeryne Soluri,4,Anthropology,105,Letter Grade,Primate Evolution
7,Kathaeryne Soluri,4,Anthropology,105,Letter Grade,Primate Evolution
5,Kathaeryne Soluri,3.7,Anthropology,105,Letter Grade,Primate Evolution
1,Kathaeryne Soluri,2.7,Anthropology,105,Letter Grade,Primate Evolution
2,Kathaeryne Soluri,2.3,Anthropology,105,Letter Grade,Primate Evolution
3,Kathaeryne Soluri,,Anthropology,105,Non-Letter Grade,Primate Evolution
1,Stephanie Etting,4,Anthropology,106,Letter Grade,Primate Behavior
6,Stephanie Etting,4,Anthropology,106,Letter Grade,Primate Behavior
1,Stephanie Etting,3.7,Anthropology,106,Letter Grade,Primate Behavior
2,Stephanie Etting,3,Anthropology,106,Letter Grade,Primate Behavior
1,Stephanie Etting,2.7,Anthropology,106,Letter Grade,Primate Behavior
1,Stephanie Etting,2.3,Anthropology,106,Letter Grade,Primate Behavior
1,Stephanie Etting,2,Anthropology,106,Letter Grade,Primate Behavior
1,Stephanie Etting,1,Anthropology,106,Letter Grade,Primate Behavior
1,Stephanie Etting,,Anthropology,106,Non-Letter Grade,Primate Behavior
1,Stephanie Etting,,Anthropology,106,Non-Letter Grade,Primate Behavior
2,Arpita Roy,4,Anthropology,114,Letter Grade,Hist/Anthro Thought
26,Arpita Roy,4,Anthropology,114,Letter Grade,Hist/Anthro Thought
9,Arpita Roy,3.7,Anthropology,114,Letter Grade,Hist/Anthro Thought
4,Arpita Roy,3.3,Anthropology,114,Letter Grade,Hist/Anthro Thought
1,Arpita Roy,2.7,Anthropology,114,Letter Grade,Hist/Anthro Thought
1,Arpita Roy,2,Anthropology,114,Letter Grade,Hist/Anthro Thought
2,Arpita Roy,,Anthropology,114,Non-Letter Grade,Hist/Anthro Thought
4,Christopher Roebuck,4,Anthropology,119,Letter Grade,Med Anthro Topics
5,Christopher Roebuck,4,Anthropology,119,Letter Grade,Med Anthro Topics
3,Christopher Roebuck,3.7,Anthropology,119,Letter Grade,Med Anthro Topics
3,Christopher Roebuck,3.3,Anthropology,119,Letter Grade,Med Anthro Topics
1,Christopher Roebuck,2.3,Anthropology,119,Letter Grade,Med Anthro Topics
2,Christopher Roebuck,0,Anthropology,119,Letter Grade,Med Anthro Topics
1,Christopher Roebuck,,Anthropology,119,Non-Letter Grade,Med Anthro Topics
6,Kimberly Christensen,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
6,Kimberly Christensen,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,Kimberly Christensen,3.7,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
3,Kimberly Christensen,,Anthropology,121AC,Non-Letter Grade,Amercn Materl Cultr
3,Laurie Wilkie,4,Anthropology,134A,Letter Grade,Archeo Field Meth
6,Laurie Wilkie,4,Anthropology,134A,Letter Grade,Archeo Field Meth
1,Laurie Wilkie,,Anthropology,134A,Non-Letter Grade,Archeo Field Meth
1,Mio Owens,4,Anthropology,140,Letter Grade,Anthro Of Food
10,Mio Owens,4,Anthropology,140,Letter Grade,Anthro Of Food
4,Mio Owens,3.7,Anthropology,140,Letter Grade,Anthro Of Food
1,Mio Owens,3.3,Anthropology,140,Letter Grade,Anthro Of Food
1,Mio Owens,0,Anthropology,140,Letter Grade,Anthro Of Food
3,Jo Conrad,4,Anthropology,162AC,Letter Grade,Topics In Folklore
3,Jo Conrad,3.7,Anthropology,162AC,Letter Grade,Topics In Folklore
2,Jo Conrad,3.3,Anthropology,162AC,Letter Grade,Topics In Folklore
2,Jo Conrad,3,Anthropology,162AC,Letter Grade,Topics In Folklore
1,Jo Conrad,2.7,Anthropology,162AC,Letter Grade,Topics In Folklore
1,Jo Conrad,2.3,Anthropology,162AC,Letter Grade,Topics In Folklore
2,Jo Conrad,2,Anthropology,162AC,Letter Grade,Topics In Folklore
1,Jo Conrad,0,Anthropology,162AC,Letter Grade,Topics In Folklore
1,Jo Conrad,,Anthropology,162AC,Non-Letter Grade,Topics In Folklore
2,Jo Conrad,,Anthropology,162AC,Non-Letter Grade,Topics In Folklore
1,Jason Price,4,Anthropology,169B,Letter Grade,Res Theo/Meth Soc
2,Jason Price,4,Anthropology,169B,Letter Grade,Res Theo/Meth Soc
5,Jason Price,3.7,Anthropology,169B,Letter Grade,Res Theo/Meth Soc
1,Jason Price,3.3,Anthropology,169B,Letter Grade,Res Theo/Meth Soc
1,Jason Price,,Anthropology,169B,Non-Letter Grade,Res Theo/Meth Soc
1,Sabrina Agarwal,4,Anthropology,H195B,Letter Grade,Senior Honors
1,Terrence Deacon,,Anthropology,198,Non-Letter Grade,Directed Group Stdy
1,Paul Rabinow,,Anthropology,N298,Non-Letter Grade,Directed Reading
4,Charles Briggs,,Anthropology,N299,Non-Letter Grade,Directed Research
3,Christine Hastorf,4,Anthropology,N299,Letter Grade,Directed Research
1,Christine Hastorf,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Rosemary Joyce,4,Anthropology,N299,Letter Grade,Directed Research
1,Rosemary Joyce,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Paul Rabinow,,Anthropology,N299,Non-Letter Grade,Directed Research
2,Sabrina Agarwal,4,Anthropology,N299,Letter Grade,Directed Research
1,Sabrina Agarwal,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Constance Chang-Hasnain,,Applied Science & Tech,299,Non-Letter Grade,Individual Research
2,Soufiane Chami,4,Arabic,10,Letter Grade,Intens Elem Arabic
3,Soufiane Chami,4,Arabic,10,Letter Grade,Intens Elem Arabic
1,Soufiane Chami,3.3,Arabic,10,Letter Grade,Intens Elem Arabic
6,Soufiane Chami,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
1,Soufiane Chami,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
1,Soufiane Chami,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
6,Nasser Al-Khoury,4,Arabic,30,Letter Grade,Intermed Arabic
1,Nasser Al-Khoury,3.7,Arabic,30,Letter Grade,Intermed Arabic
1,Nasser Al-Khoury,3.3,Arabic,30,Letter Grade,Intermed Arabic
2,Nasser Al-Khoury,2.7,Arabic,30,Letter Grade,Intermed Arabic
1,Nasser Al-Khoury,,Arabic,30,Non-Letter Grade,Intermed Arabic
2,Darell Fields,4,Architecture,100B,Letter Grade,Fund Of Arch Design
4,Darell Fields,3.7,Architecture,100B,Letter Grade,Fund Of Arch Design
3,Darell Fields,3.3,Architecture,100B,Letter Grade,Fund Of Arch Design
2,Darell Fields,3,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Darell Fields,2.7,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Darell Fields,2.3,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Darell Fields,2,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Darell Fields,0,Architecture,100B,Letter Grade,Fund Of Arch Design
9,Alejandro Salazar-Jasbon,4,Architecture,101,Letter Grade,Case Stds In Arch
1,Alejandro Salazar-Jasbon,3.7,Architecture,101,Letter Grade,Case Stds In Arch
